INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA
RESOLUÇÃO Nº 05 , DE 10 DE OUTUBRO DE 2002
Tiradentes 3168804 83,209
Tiros 3168903 2.093,160
Tocantins 3169000 173,994
Tocos do Moji 3169059 114,945
Toledo 3169109 136,133
Tombos 3169208 283,483
Três Corações 3169307 825,924
Três Marias 3169356 2.675,153
Três Pontas 3169406 689,421
Tumiritinga 3169505 496,783
Tupaciguara 3169604 1.826,028
Turmalina 3169703 1.153,086
Turvolândia 3169802 221,284
Ubá 3169901 407,699
Ubaí 3170008 820,872
Ubaporanga 3170057 190,886
Uberaba 3170107 4.512,135
Uberlândia 3170206 4.115,822
Umburatiba 3170305 404,892
Unaí 3170404 8.463,579
União de Minas 3170438 1.150,596
Uruana de Minas 3170479 589,221
Urucânia 3170503 139,182
Urucuia 3170529 2.072,340
Vargem Alegre 3170578 116,614
Vargem Bonita 3170602 409,116
Vargem Grande do Rio Pardo 3170651 494,089
Varginha 3170701 395,647
Varjão de MInas 3170750 652,789
Várzea da Palma 3170800 2.195,653
Área Territorial :
UF – Minas Gerais – MG - 31
MUNICÍPIO CODMUNIC ÁREA (km²)
Varzelândia 3170909 803,909
Vazante 3171006 1.903,072
Verdelândia 3171030 1.451,856
Veredinha 3171071 635,262
Veríssimo 3171105 1.028,577
Vermelho Novo 3171154 113,941
Vespasiano 3171204 70,108
Viçosa 3171303 299,397
Vieiras 3171402 112,185
Virgem da Lapa 3171600 871,888
Virgínia 3171709 326,418
Virginópolis 3171808 440,424
Virgolândia 3171907 281,541
Visconde do Rio Branco 3172004 241,957
Volta Grande 3172103 208,874
Wenceslau Braz 3172202 101,986
