Código de Distrito Completo,Distrito,Nome_Distrito,latitude,longitude,altitude,Código Município Completo
312090415,15,Santa Rita do Cedro,,,,3120904
312090420,20,Tomás Gonzaga,,,,3120904
312100105,05,Datas,,,,3121001
312100130,30,Tombadouro,,,,3121001
312110005,05,Delfim Moreira,,,,3121100
312120905,05,Delfinópolis,,,,3121209
312120910,10,Babilônia,,,,3121209
312120920,20,Olhos D'Água da Canastra,,,,3121209
312125805,05,Delta,,,,3121258
312130805,05,Descoberto,,,,3121308
312140705,05,Desterro de Entre Rios,,,,3121407
312140707,07,Pereirinhas,,,,3121407
312140710,10,São Sebastião do Gil,,,,3121407
312150605,05,Desterro do Melo,,,,3121506
312160505,05,Diamantina,,,,3121605
312160510,10,Conselheiro Mata,,,,3121605
312160515,15,Desembargador Otoni,,,,3121605
312160520,20,Extração,,,,3121605
312160525,25,Guinda,,,,3121605
312160530,30,Inhaí,,,,3121605
312160535,35,Mendanha,,,,3121605
312160540,40,Planalto de Minas,,,,3121605
312160545,45,São João da Chapada,,,,3121605
312160550,50,Senador Mourão,,,,3121605
312160555,55,Sopa,,,,3121605
312170405,05,Diogo de Vasconcelos,,,,3121704
312180305,05,Dionísio,,,,3121803
312180308,08,Baixa Verde,,,,3121803
312180310,10,Conceição de Minas,,,,3121803
312190205,05,Divinésia,,,,3121902
312200905,05,Divino,,,,3122009
312200910,10,Bom Jesus do Divino,,,,3122009
312200925,25,Viletes,,,,3122009
312210805,05,Divino das Laranjeiras,,,,3122108
312210810,10,Central de Santa Helena,,,,3122108
312220705,05,Divinolândia de Minas,,,,3122207
312230605,05,Divinópolis,,,,3122306
312230610,10,Santo Antônio dos Campos,,,,3122306
312235505,05,Divisa Alegre,,,,3122355
312240505,05,Divisa Nova,,,,3122405
312245405,05,Divisópolis,,,,3122454
312247005,05,Dom Bosco,,,,3122470
312247010,10,Santo Antônio do Rio Preto,,,,3122470
312250405,05,Dom Cavati,,,,3122504
312260305,05,Dom Joaquim,,,,3122603
312260310,10,Gororós,,,,3122603
312270205,05,Dom Silvério,,,,3122702
312280105,05,Dom Viçoso,,,,3122801
312290005,05,Dona Eusébia,,,,3122900
312290030,30,São Manoel do Guaiaçu,,,,3122900
312300705,05,Dores de Campos,,,,3123007
312310605,05,Dores de Guanhães,,,,3123106
312320505,05,Dores do Indaiá,,,,3123205
312330405,05,Dores do Turvo,,,,3123304
312340305,05,Doresópolis,,,,3123403
312350205,05,Douradoquara,,,,3123502
312352805,05,Durandé,,,,3123528
312352815,15,São João da Figueira,,,,3123528
312352820,20,São José da Figueira,,,,3123528
312360105,05,Elói Mendes,,,,3123601
312370005,05,Engenheiro Caldas,,,,3123700
312370006,06,Divino do Traíra,,,,3123700
312370010,10,São José do Acácio,,,,3123700
312380905,05,Engenheiro Navarro,,,,3123809
312380915,15,São Norberto,,,,3123809
312385805,05,Entre Folhas,,,,3123858
312390805,05,Entre Rios de Minas,,,,3123908
312390810,10,Serra do Camapuã,,,,3123908
312400505,05,Ervália,,,,3124005
312410405,05,Esmeraldas,,,,3124104
312410410,10,Andiroba,,,,3124104
312410415,15,Melo Viana,,,,3124104
312420305,05,Espera Feliz,,,,3124203
312420310,10,São José da Pedra Menina,,,,3124203
312430205,05,Espinosa,,,,3124302
312430210,10,Itamirim,,,,3124302
312440105,05,Espírito Santo do Dourado,,,,3124401
312450005,05,Estiva,,,,3124500
312450010,10,Pântano,,,,3124500
312460905,05,Estrela Dalva,,,,3124609
312460910,10,Água Viva,,,,3124609
312470805,05,Estrela do Indaiá,,,,3124708
312470810,10,Baú,,,,3124708
312480705,05,Estrela do Sul,,,,3124807
312480710,10,Chapada de Minas,,,,3124807
312480712,12,Dolearina,,,,3124807
312480715,15,Santa Rita da Estrela,,,,3124807
312480720,20,São Félix de Estrela,,,,3124807
312490605,05,Eugenópolis,,,,3124906
312490610,10,Gavião,,,,3124906
312490615,15,Pinhotiba,,,,3124906
312490620,20,Queirozes,,,,3124906
312500205,05,Ewbank da Câmara,,,,3125002
312510105,05,Extrema,,,,3125101
312510110,10,Juncal,,,,3125101
312520005,05,Fama,,,,3125200
312530905,05,Faria Lemos,,,,3125309
312540805,05,Felício dos Santos,,,,3125408
312560605,05,Felisburgo,,,,3125606
312570505,05,Felixlândia,,,,3125705
312570508,08,São Geraldo do Salto,,,,3125705
312570510,10,São José do Buriti,,,,3125705
312580405,05,Fernandes Tourinho,,,,3125804
312580410,10,Senhora da Penha,,,,3125804
312590305,05,Ferros,,,,3125903
312590310,10,Borba Gato,,,,3125903
312590315,15,Cubas,,,,3125903
312590320,20,Esmeraldas de Ferros,,,,3125903
312590325,25,Santa Rita do Rio do Peixe,,,,3125903
312590330,30,Santo Antônio da Fortaleza,,,,3125903
312590335,35,Sete Cachoeiras,,,,3125903
312595205,05,Fervedouro,,,,3125952
312595210,10,Bom Jesus do Madeira,,,,3125952
312595220,20,São Pedro do Glória,,,,3125952
312600005,05,Florestal,,,,3126000
312610905,05,Formiga,,,,3126109
312610910,10,Albertos,,,,3126109
312610915,15,Baiões,,,,3126109
312610925,25,Pontevila,,,,3126109
312620805,05,Formoso,,,,3126208
312620815,15,Goiasminas,,,,3126208
312630705,05,Fortaleza de Minas,,,,3126307
312640605,05,Fortuna de Minas,,,,3126406
312650505,05,Francisco Badaró,,,,3126505
312650530,30,Tocoiós de Minas,,,,3126505
312660405,05,Francisco Dumont,,,,3126604
312660410,10,Covancas,,,,3126604
312670305,05,Francisco Sá,,,,3126703
312670310,10,Canabrava,,,,3126703
312670315,15,Catuni,,,,3126703
312675205,05,Franciscópolis,,,,3126752
312675210,10,Antônio Ferreira,,,,3126752
312680205,05,Frei Gaspar,,,,3126802
312690105,05,Frei Inocêncio,,,,3126901
312695005,05,Frei Lagonegro,,,,3126950
312700805,05,Fronteira,,,,3127008
312700820,20,Santo Antônio do Rio Grande,,,,3127008
312705705,05,Fronteira dos Vales,,,,3127057
312707305,05,Fruta de Leite,,,,3127073
312710705,05,Frutal,,,,3127107
312710710,10,Aparecida de Minas,,,,3127107
312720605,05,Funilândia,,,,3127206
312720610,10,Núcleo João Pinheiro,,,,3127206
312730505,05,Galiléia,,,,3127305
312730508,08,Santa Cruz de Galiléia,,,,3127305
312730515,15,Sapucaia do Norte,,,,3127305
312733905,05,Gameleiras,,,,3127339
312733915,15,Jacu das Piranhas,,,,3127339
312735405,05,Glaucilândia,,,,3127354
312737005,05,Goiabeira,,,,3127370
312738805,05,Goianá,,,,3127388
312740405,05,Gonçalves,,,,3127404
312750305,05,Gonzaga,,,,3127503
312750310,10,Conceição da Brejaúba,,,,3127503
312760205,05,Gouveia,,,,3127602
312770105,05,Governador Valadares,,,,3127701
312770110,10,Alto de Santa Helena,,,,3127701
312770115,15,Baguari,,,,3127701
312770120,20,Brejaubinha,,,,3127701
312770125,25,Chonim,,,,3127701
312770128,28,Chonin de Baixo,,,,3127701
312770130,30,Derribadinha,,,,3127701
312770135,35,Penha do Cassiano,,,,3127701
312770137,37,Santo Antônio do Pontal,,,,3127701
312770140,40,Goiabal,,,,3127701
312770142,42,São José do Itapinoã,,,,3127701
312770145,45,São Vítor,,,,3127701
312770155,55,Vila Nova Floresta,,,,3127701
312780005,05,Grão Mogol,,,,3127800
312780010,10,Barrocão,,,,3127800
312780030,30,Vale das Cancelas,,,,3127800
312780035,35,Vila Sítio,,,,3127800
312790905,05,Grupiara,,,,3127909
312800605,05,Guanhães,,,,3128006
312800610,10,Correntinho,,,,3128006
312800615,15,Farias,,,,3128006
312800620,20,Sapucaia de Guanhães,,,,3128006
312800625,25,Taquaral de Guanhães,,,,3128006
312810505,05,Guapé,,,,3128105
312810510,10,Araúna,,,,3128105
312820405,05,Guaraciaba,,,,3128204
312825305,05,Guaraciama,,,,3128253
312830305,05,Guaranésia,,,,3128303
312830310,10,Santa Cruz do Prata,,,,3128303
312840205,05,Guarani,,,,3128402
312850105,05,Guarará,,,,3128501
312860005,05,Guarda-Mor,,,,3128600
312870905,05,Guaxupé,,,,3128709
312880805,05,Guidoval,,,,3128808
312890705,05,Guimarânia,,,,3128907
312900405,05,Guiricema,,,,3129004
312900410,10,Tuiutinga,,,,3129004
312900415,15,Vilas Boas,,,,3129004
312910305,05,Gurinhatã,,,,3129103
312910310,10,Flor de Minas,,,,3129103
312920205,05,Heliodora,,,,3129202
312930105,05,Iapu,,,,3129301
312930115,15,São Sebastião da Barra,,,,3129301
312940005,05,Ibertioga,,,,3129400
312950905,05,Ibiá,,,,3129509
312950910,10,Argenita,,,,3129509
312950915,15,Tobati,,,,3129509
312960805,05,Ibiaí,,,,3129608
312960815,15,Bom Jesus da Vereda,,,,3129608
312965705,05,Ibiracatu,,,,3129657
312965710,10,Bonança,,,,3129657
312965715,15,Campo Alegre de Minas,,,,3129657
312970705,05,Ibiraci,,,,3129707
312980605,05,Ibirité,,,,3129806
312980610,10,Parque Durval de Barros,,,,3129806
312990505,05,Ibitiúra de Minas,,,,3129905
313000205,05,Ibituruna,,,,3130002
313005105,05,Icaraí de Minas,,,,3130051
313010105,05,Igarapé,,,,3130101
313020005,05,Igaratinga,,,,3130200
313020010,10,Antunes,,,,3130200
313030905,05,Iguatama,,,,3130309
313030915,15,Corguinhos,,,,3130309
313040805,05,Ijaci,,,,3130408
313050705,05,Ilicínea,,,,3130507
313055605,05,Imbé de Minas,,,,3130556
313060605,05,Inconfidentes,,,,3130606
313065505,05,Indaiabira,,,,3130655
313065510,10,Barra de Alegria,,,,3130655
313070505,05,Indianópolis,,,,3130705
313080405,05,Ingaí,,,,3130804
313090305,05,Inhapim,,,,3130903
313090307,07,Bom Jesus do Rio Preto,,,,3130903
313090310,10,Itajutiba,,,,3130903
313090313,13,Jerusalém,,,,3130903
313090316,16,Macadame,,,,3130903
313090319,19,Novo Horizonte de Inhapim,,,,3130903
313090321,21,Santo Antônio do Alegre,,,,3130903
313090323,23,São Tomé de Minas,,,,3130903
313090325,25,Tabajara,,,,3130903
313100005,05,Inhaúma,,,,3131000
313110905,05,Inimutaba,,,,3131109
313115805,05,Ipaba,,,,3131158
313115815,15,Vale Verde de Minas,,,,3131158
313120805,05,Ipanema,,,,3131208
313130705,05,Ipatinga,,,,3131307
313130710,10,Barra Alegre,,,,3131307
313140605,05,Ipiaçu,,,,3131406
313150505,05,Ipuiúna,,,,3131505
313160405,05,Iraí de Minas,,,,3131604
313170305,05,Itabira,,,,3131703
313170310,10,Ipoema,,,,3131703
313170315,15,Senhora do Carmo,,,,3131703
313180205,05,Itabirinha,,,,3131802
313180210,10,Boa União de Itabirinha,,,,3131802
313190105,05,Itabirito,,,,3131901
313190110,10,Acuruí,,,,3131901
313190115,15,Bação,,,,3131901
313190120,20,São Gonçalo do Monte,,,,3131901
313200805,05,Itacambira,,,,3132008
313200810,10,São José do Rio Preto de Minas,,,,3132008
313210705,05,Itacarambi,,,,3132107
313220605,05,Itaguara,,,,3132206
313230505,05,Itaipé,,,,3132305
313240405,05,Itajubá,,,,3132404
313240460,60,Lourenço Velho,,,,3132404
313250305,05,Itamarandiba,,,,3132503
313250313,13,Contrato,,,,3132503
313250314,14,Dom Serafim,,,,3132503
313250315,15,Padre João Afonso,,,,3132503
313250320,20,Penha de França,,,,3132503
313250325,25,Santa Joana,,,,3132503
313250330,30,Santa Luzia de Minas,,,,3132503
313250335,35,Várzea de Santo Antônio,,,,3132503
313260205,05,Itamarati de Minas,,,,3132602
313270105,05,Itambacuri,,,,3132701
313270110,10,Frei Serafim,,,,3132701
313270115,15,Guarataia,,,,3132701
313280005,05,Itambé do Mato Dentro,,,,3132800
313290905,05,Itamogi,,,,3132909
313300605,05,Itamonte,,,,3133006
313310505,05,Itanhandu,,,,3133105
313320405,05,Itanhomi,,,,3133204
313320415,15,Edgard Melo,,,,3133204
313320420,20,Santa Luzia do Carneiro,,,,3133204
313320425,25,São Francisco do Jataí,,,,3133204
313330305,05,Itaobim,,,,3133303
313340205,05,Itapagipe,,,,3133402
313350105,05,Itapecerica,,,,3133501
313350110,10,Lamounier,,,,3133501
313350115,15,Marilândia,,,,3133501
313350120,20,Neolândia,,,,3133501
313360005,05,Itapeva,,,,3133600
313360010,10,Areias de Itapeva,,,,3133600
313360035,35,Tropical Flores,,,,3133600
313370905,05,Itatiaiuçu,,,,3133709
313370910,10,Santa Terezinha de Minas,,,,3133709
313375805,05,Itaú de Minas,,,,3133758
313380805,05,Itaúna,,,,3133808
313390705,05,Itaverava,,,,3133907
313390710,10,Monsenhor Isidro,,,,3133907
313400405,05,Itinga,,,,3134004
313400410,10,Jacaré,,,,3134004
313400420,20,Taquaral de Minas,,,,3134004
313410305,05,Itueta,,,,3134103
313410310,10,Quatituba,,,,3134103
313420205,05,Ituiutaba,,,,3134202
313430105,05,Itumirim,,,,3134301
313430110,10,Macuco de Minas,,,,3134301
313430120,20,Rosário do Rio Grande,,,,3134301
313440005,05,Iturama,,,,3134400
313440010,10,Alexandrita,,,,3134400
313450905,05,Itutinga,,,,3134509
313460805,05,Jaboticatubas,,,,3134608
313460810,10,Almeida,,,,3134608
313470705,05,Jacinto,,,,3134707
313470707,07,Avaí do Jacinto,,,,3134707
313470710,10,Jaguarão,,,,3134707
313480605,05,Jacuí,,,,3134806
313490505,05,Jacutinga,,,,3134905
313490510,10,São Sebastião dos Robertos,,,,3134905
313490515,15,Sapucaí,,,,3134905
313500105,05,Jaguaraçu,,,,3135001
313500116,16,Lagoa de Pau,,,,3135001
313500120,20,Lavrinha de Jaguaraçu,,,,3135001
313505005,05,Jaíba,,,,3135050
313507605,05,Jampruca,,,,3135076
313507615,15,São Sebastião do Barroso,,,,3135076
313510005,05,Janaúba,,,,3135100
313510010,10,Barreiro da Raiz,,,,3135100
313510015,15,Quem-Quem,,,,3135100
313510020,20,Vila Nova dos Poções,,,,3135100
313520905,05,Januária,,,,3135209
313520915,15,Brejo do Amparo,,,,3135209
313520925,25,Levinópolis,,,,3135209
313520933,33,Pandeiros,,,,3135209
313520935,35,Riacho da Cruz,,,,3135209
313520940,40,São Joaquim,,,,3135209
313520945,45,Tejuco,,,,3135209
313520950,50,Várzea Bonita,,,,3135209
313530805,05,Japaraíba,,,,3135308
313535705,05,Japonvar,,,,3135357
313535720,20,Nova Minda,,,,3135357
313540705,05,Jeceaba,,,,3135407
313540710,10,Bituri,,,,3135407
313540715,15,Caetano Lopes,,,,3135407
313540720,20,Machados de Minas,,,,3135407
313545605,05,Jenipapo de Minas,,,,3135456
313550605,05,Jequeri,,,,3135506
313550610,10,Grota,,,,3135506
313550615,15,Piscamba,,,,3135506
313550617,17,Pouso Alegre da Mata,,,,3135506
313550620,20,São Vicente do Grama,,,,3135506
313560505,05,Jequitaí,,,,3135605
313570405,05,Jequitibá,,,,3135704
313570410,10,Doutor Campolina,,,,3135704
313580305,05,Jequitinhonha,,,,3135803
313580310,10,Guaranilândia,,,,3135803
313580315,15,São Pedro do Jequitinhonha,,,,3135803
313590205,05,Jesuânia,,,,3135902
313600905,05,Joaíma,,,,3136009
313600907,07,Giru,,,,3136009
313610805,05,Joanésia,,,,3136108
313620705,05,João Monlevade,,,,3136207
313630605,05,João Pinheiro,,,,3136306
313630610,10,Caatinga,,,,3136306
313630615,15,Canabrava,,,,3136306
313630617,17,Luizlândia do Oeste,,,,3136306
313630620,20,Olhos d'Água do Oeste,,,,3136306
313630623,23,Santa Luzia da Serra,,,,3136306
313630625,25,Veredas,,,,3136306
313640505,05,Joaquim Felício,,,,3136405
313650405,05,Jordânia,,,,3136504
313650410,10,Estrela de Jordânia,,,,3136504
313652005,05,José Gonçalves de Minas,,,,3136520
313655305,05,José Raydan,,,,3136553
313657905,05,Josenópolis,,,,3136579
313665205,05,Juatuba,,,,3136652
313665210,10,Boa Vista da Serra,,,,3136652
313670205,05,Juiz de Fora,,,,3136702
313670260,60,Rosário de Minas,,,,3136702
313670270,70,Sarandira,,,,3136702
313670280,80,Torreões,,,,3136702
313680105,05,Juramento,,,,3136801
313690005,05,Juruaia,,,,3136900
313690010,10,Mata do Sino,,,,3136900
313695905,05,Juvenília,,,,3136959
313695915,15,Monte Rei,,,,3136959
313695920,20,Porto Agrário,,,,3136959
313700705,05,Ladainha,,,,3137007
313700710,10,Concórdia do Mucuri,,,,3137007
313710605,05,Lagamar,,,,3137106
313710620,20,São Brás de Minas,,,,3137106
313720505,05,Lagoa da Prata,,,,3137205
313720515,15,Martins Guimarães,,,,3137205
313730405,05,Lagoa dos Patos,,,,3137304
313740305,05,Lagoa Dourada,,,,3137403
313750205,05,Lagoa Formosa,,,,3137502
313750207,07,Limeira de Minas,,,,3137502
313750210,10,Monjolinho de Minas,,,,3137502
313753605,05,Lagoa Grande,,,,3137536
313760105,05,Lagoa Santa,,,,3137601
313760114,14,Lagoinha de Fora,,,,3137601
313760115,15,Lapinha,,,,3137601
313770005,05,Lajinha,,,,3137700
313770020,20,Prata de Lajinha,,,,3137700
313780905,05,Lambari,,,,3137809
313790805,05,Lamim,,,,3137908
313800505,05,Laranjal,,,,3138005
313800510,10,São João da Sapucaia,,,,3138005
313810405,05,Lassance,,,,3138104
313820305,05,Lavras,,,,3138203
313830205,05,Leandro Ferreira,,,,3138302
313835105,05,Leme do Prado,,,,3138351
313835110,10,Acauã de Minas,,,,3138351
313835120,20,Posses,,,,3138351
313840105,05,Leopoldina,,,,3138401
313840110,10,Abaíba,,,,3138401
313840115,15,Piacatuba,,,,3138401
313840120,20,Providência,,,,3138401
313840125,25,Ribeiro Junqueira,,,,3138401
313840130,30,Tebas,,,,3138401
313850005,05,Liberdade,,,,3138500
313860905,05,Lima Duarte,,,,3138609
313860910,10,Conceição da Ibitipoca,,,,3138609
313860915,15,São Domingos da Bocaina,,,,3138609
313860920,20,São José dos Lopes,,,,3138609
313862505,05,Limeira do Oeste,,,,3138625
313865805,05,Lontra,,,,3138658
313865815,15,Umbuzeiro,,,,3138658
313867405,05,Luisburgo,,,,3138674
313868205,05,Luislândia,,,,3138682
313868225,25,São Judas Tadeu de Minas,,,,3138682
313870805,05,Luminárias,,,,3138708
313880705,05,Luz,,,,3138807
313880710,10,Esteios,,,,3138807
313890605,05,Machacalis,,,,3138906
313900305,05,Machado,,,,3139003
313900310,10,Douradinho,,,,3139003
313910205,05,Madre de Deus de Minas,,,,3139102
313920105,05,Malacacheta,,,,3139201
313920120,20,Jaguaritira,,,,3139201
313920125,25,Junco de Minas,,,,3139201
313920130,30,Santo Antônio do Mucuri,,,,3139201
313925005,05,Mamonas,,,,3139250
313925010,10,Barrinha,,,,3139250
313930005,05,Manga,,,,3139300
313930020,20,Nhandutiba,,,,3139300
313940905,05,Manhuaçu,,,,3139409
313940907,07,Dom Corrêa,,,,3139409
313940911,11,Ponte do Silva,,,,3139409
313940913,13,Palmeiras do Manhuaçu,,,,3139409
313940914,14,Realeza,,,,3139409
313940925,25,São Pedro do Avaí,,,,3139409
313940930,30,São Sebastião do Sacramento,,,,3139409
313940940,40,Vilanova,,,,3139409
313940945,45,Santo Amaro de Minas,,,,3139409
313950805,05,Manhumirim,,,,3139508
313960705,05,Mantena,,,,3139607
313960710,10,Barra do Ariranha,,,,3139607
313960715,15,Limeira de Mantena,,,,3139607
313980505,05,Mar de Espanha,,,,3139805
313980510,10,Engenho Novo,,,,3139805
313980515,15,Saudade,,,,3139805
313970605,05,Maravilhas,,,,3139706
313990405,05,Maria da Fé,,,,3139904
313990410,10,Pintos Negreiros,,,,3139904
313990415,15,São João de Maria da Fé,,,,3139904
313990420,20,Posses de Maria da Fé,,,,3139904
313990425,25,Mata do Isidoro,,,,3139904
314000105,05,Mariana,,,,3140001
314000110,10,Bandeirantes,,,,3140001
314000115,15,Cachoeira do Brumado,,,,3140001
314000120,20,Camargos,,,,3140001
314000125,25,Cláudio Manuel,,,,3140001
314000130,30,Furquim,,,,3140001
314000135,35,Monsenhor Horta,,,,3140001
314000140,40,Padre Viegas,,,,3140001
314000145,45,Passagem de Mariana,,,,3140001
314000150,50,Santa Rita Durão,,,,3140001
314010005,05,Marilac,,,,3140100
314015905,05,Mário Campos,,,,3140159
314020905,05,Maripá de Minas,,,,3140209
314030805,05,Marliéria,,,,3140308
314030815,15,Cava Grande,,,,3140308
314040705,05,Marmelópolis,,,,3140407
314050605,05,Martinho Campos,,,,3140506
314050610,10,Alberto Isaacson,,,,3140506
314050615,15,Ibitira,,,,3140506
314053005,05,Martins Soares,,,,3140530
314053020,20,Pinheiro de Minas,,,,3140530
314055505,05,Mata Verde,,,,3140555
314060505,05,Materlândia,,,,3140605
314070405,05,Mateus Leme,,,,3140704
314070410,10,Azurita,,,,3140704
314070420,20,Serra Azul,,,,3140704
317150105,05,Mathias Lobato,,,,3171501
314080305,05,Matias Barbosa,,,,3140803
314085205,05,Matias Cardoso,,,,3140852
314085235,35,Rio Verde de Minas,,,,3140852
314090205,05,Matipó,,,,3140902
314090210,10,Padre Fialho,,,,3140902
314100905,05,Mato Verde,,,,3141009
314100910,10,São João do Bonito,,,,3141009
314110805,05,Matozinhos,,,,3141108
314110810,10,Mocambeiro,,,,3141108
314120705,05,Matutina,,,,3141207
314130605,05,Medeiros,,,,3141306
314140505,05,Medina,,,,3141405
314140510,10,Tuparecê,,,,3141405
314150405,05,Mendes Pimentel,,,,3141504
314160305,05,Mercês,,,,3141603
314170205,05,Mesquita,,,,3141702
314170211,11,Barra Grande de Mesquita,,,,3141702
314180105,05,Minas Novas,,,,3141801
314180106,06,Baixa Quente,,,,3141801
314180115,15,Cruzinha,,,,3141801
314180120,20,Lagoa Grande de Minas Novas,,,,3141801
314180125,25,Ribeirão da Folha,,,,3141801
314190005,05,Minduri,,,,3141900
314200705,05,Mirabela,,,,3142007
314200710,10,Muquém,,,,3142007
314200720,20,São Bento de Mirabela,,,,3142007
314210605,05,Miradouro,,,,3142106
314220505,05,Miraí,,,,3142205
314220510,10,Dores da Vitória,,,,3142205
314225405,05,Miravânia,,,,3142254
314225410,10,Brejão de Miravânia,,,,3142254
314225415,15,Panelinhas,,,,3142254
314225420,20,Virgínio,,,,3142254
314230405,05,Moeda,,,,3142304
314230410,10,Coco,,,,3142304
314240305,05,Moema,,,,3142403
314250205,05,Monjolos,,,,3142502
314250210,10,Rodeador,,,,3142502
314260105,05,Monsenhor Paulo,,,,3142601
314270005,05,Montalvânia,,,,3142700
314270020,20,Pitarana,,,,3142700
314270025,25,São Sebastião dos Poções,,,,3142700
314270030,30,Capitania,,,,3142700
314280905,05,Monte Alegre de Minas,,,,3142809
314290805,05,Monte Azul,,,,3142908
314300505,05,Monte Belo,,,,3143005
314300510,10,Juréia,,,,3143005
314300515,15,Santa Cruz da Aparecida,,,,3143005
314310405,05,Monte Carmelo,,,,3143104
314315305,05,Monte Formoso,,,,3143153
314320305,05,Monte Santo de Minas,,,,3143203
314320310,10,Milagre,,,,3143203
314340105,05,Monte Sião,,,,3143401
314330205,05,Montes Claros,,,,3143302
314330208,08,Aparecida do Mundo Novo,,,,3143302
314330210,10,Ermidinha,,,,3143302
314330215,15,Miralta,,,,3143302
314330220,20,Nova Esperança,,,,3143302
314330222,22,Panorâmica,,,,3143302
314330225,25,Santa Rosa de Lima,,,,3143302
314330230,30,São João da Vereda,,,,3143302
314330235,35,São Pedro da Garça,,,,3143302
314330240,40,Vila Nova de Minas,,,,3143302
314345005,05,Montezuma,,,,3143450
314350005,05,Morada Nova de Minas,,,,3143500
314350010,10,Frei Orlando,,,,3143500
314360905,05,Morro da Garça,,,,3143609
314370805,05,Morro do Pilar,,,,3143708
314380705,05,Munhoz,,,,3143807
314390605,05,Muriaé,,,,3143906
314390610,10,Belisário,,,,3143906
314390615,15,Boa Família,,,,3143906
314390620,20,Bom Jesus da Cachoeira,,,,3143906
314390625,25,Itamuri,,,,3143906
314390630,30,Pirapanema,,,,3143906
314390640,40,Vermelho,,,,3143906
314400305,05,Mutum,,,,3144003
314400310,10,Centenário,,,,3144003
314400312,12,Imbiruçu,,,,3144003
314400315,15,Ocidente,,,,3144003
314400320,20,Roseiral,,,,3144003
314400325,25,São Francisco do Humaitá,,,,3144003
314410205,05,Muzambinho,,,,3144102
314410210,10,Moçambo,,,,3144102
314420105,05,Nacip Raydan,,,,3144201
314430005,05,Nanuque,,,,3144300
314430010,10,Vila Pereira,,,,3144300
314430015,15,Vila Gabriel Passos,,,,3144300
314435905,05,Naque,,,,3144359
314437505,05,Natalândia,,,,3144375
314440905,05,Natércia,,,,3144409
314450805,05,Nazareno,,,,3144508
314460705,05,Nepomuceno,,,,3144607
314460720,20,Nazaré de Minas,,,,3144607
314460725,25,Santo Antônio do Cruzeiro,,,,3144607
314465605,05,Ninheira,,,,3144656
314467205,05,Nova Belém,,,,3144672
314467220,20,Santo Antônio de Nova Belém,,,,3144672
314470605,05,Nova Era,,,,3144706
314480505,05,Nova Lima,,,,3144805
314490405,05,Nova Módica,,,,3144904
314500005,05,Nova Ponte,,,,3145000
314505905,05,Nova Porteirinha,,,,3145059
314510905,05,Nova Resende,,,,3145109
314510910,10,Petúnia,,,,3145109
314520805,05,Nova Serrana,,,,3145208
314520810,10,Boa Vista de Minas,,,,3145208
313660305,05,Nova União,,,,3136603
314530705,05,Novo Cruzeiro,,,,3145307
314530710,10,Lufa,,,,3145307
314530715,15,Novilhona,,,,3145307
314530720,20,Queixada,,,,3145307
314535605,05,Novo Oriente de Minas,,,,3145356
314537205,05,Novorizonte,,,,3145372
314540605,05,Olaria,,,,3145406
314545505,05,Olhos-d'Água,,,,3145455
314545510,10,Ribeirão de Santo Agostinho,,,,3145455
314545515,15,Três Dias,,,,3145455
314545520,20,Pimenta de São Serafim,,,,3145455
314550505,05,Olímpio Noronha,,,,3145505
314560405,05,Oliveira,,,,3145604
314560410,10,Morro do Ferro,,,,3145604
314570305,05,Oliveira Fortes,,,,3145703
314580205,05,Onça de Pitangui,,,,3145802
314580210,10,Capoeira Grande,,,,3145802
314580215,15,Jaguara de Minas,,,,3145802
314585105,05,Oratórios,,,,3145851
314587705,05,Orizânia,,,,3145877
314590105,05,Ouro Branco,,,,3145901
314600805,05,Ouro Fino,,,,3146008
314600810,10,Crisólia,,,,3146008
314600815,15,São José do Mato Dentro,,,,3146008
314610705,05,Ouro Preto,,,,3146107
314610710,10,Amarantina,,,,3146107
314610715,15,Antônio Pereira,,,,3146107
314610720,20,Cachoeira do Campo,,,,3146107
314610725,25,Engenheiro Correia,,,,3146107
314610730,30,Glaura,,,,3146107
314610734,34,Lavras Novas,,,,3146107
314610735,35,Miguel Burnier,,,,3146107
314610740,40,Rodrigo Silva,,,,3146107
314610745,45,Santa Rita de Ouro Preto,,,,3146107
314610750,50,Santo Antônio do Leite,,,,3146107
314610752,52,Santo Antônio do Salto,,,,3146107
314610755,55,São Bartolomeu,,,,3146107
314620605,05,Ouro Verde de Minas,,,,3146206
314625505,05,Padre Carvalho,,,,3146255
314630505,05,Padre Paraíso,,,,3146305
314655205,05,Pai Pedro,,,,3146552
314655225,25,Vila Sudário,,,,3146552
314640405,05,Paineiras,,,,3146404
314640410,10,Poções de Paineiras,,,,3146404
314650305,05,Pains,,,,3146503
314650310,10,Vila Costina,,,,3146503
314660205,05,Paiva,,,,3146602
314670105,05,Palma,,,,3146701
314670110,10,Cisneiros,,,,3146701
314670115,15,Itapiruçu,,,,3146701
314675005,05,Palmópolis,,,,3146750
314675010,10,Dois de Abril,,,,3146750
314690905,05,Papagaios,,,,3146909
314710505,05,Pará de Minas,,,,3147105
314710510,10,Ascensão,,,,3147105
314710515,15,Carioca,,,,3147105
314710520,20,Córrego do Barro,,,,3147105
314710522,22,Tavares de Minas,,,,3147105
314710525,25,Torneiros,,,,3147105
314700605,05,Paracatu,,,,3147006
314720405,05,Paraguaçu,,,,3147204
314720410,10,Guaipava,,,,3147204
314730305,05,Paraisópolis,,,,3147303
